network_id,transaction_id,customer_id,transaction_date,transaction_amount,transaction_type,status
NET_3,TX_420096,CUST_2,2023-09-23 09:49:19,2967.91,withdrawal,pending
NET_3,TX_301072,CUST_2,2024-04-19 22:32:08,2960.51,withdrawal,failed
NET_3,TX_410267,CUST_2,2024-01-29 15:06:30,4401.85,deposit,completed
NET_3,TX_585415,CUST_2,2024-07-23 00:26:19,1793.88,withdrawal,completed
NET_3,TX_108624,CUST_2,2023-11-06 00:04:50,2230.3,withdrawal,completed
NET_3,TX_393632,CUST_2,2023-12-07 00:52:16,2418.27,deposit,completed
NET_3,TX_844611,CUST_2,2024-01-09 03:52:16,1357.17,withdrawal,completed
NET_3,TX_284341,CUST_2,2024-02-10 11:16:03,4266.67,withdrawal,completed
NET_3,TX_303866,CUST_2,2024-09-05 18:38:24,4324.86,deposit,completed
NET_3,TX_674236,CUST_2,2024-01-27 22:07:43,964.65,deposit,completed
NET_3,TX_911929,CUST_2,2024-05-03 13:52:26,2715.31,withdrawal,completed
NET_3,TX_129851,CUST_2,2023-10-12 00:13:44,4721.06,withdrawal,completed
NET_3,TX_164742,CUST_2,2024-06-07 03:38:52,4278.59,deposit,completed
NET_3,TX_110269,CUST_2,2024-02-10 20:40:58,1189.05,deposit,completed
NET_3,TX_704621,CUST_2,2023-12-31 10:19:02,3857.1,withdrawal,completed
NET_3,TX_620034,CUST_2,2024-08-26 20:51:48,185.06,deposit,completed
NET_3,TX_724890,CUST_2,2024-03-23 14:45:49,3417.02,deposit,completed
NET_3,TX_501457,CUST_2,2024-09-19 11:56:02,551.57,deposit,completed
NET_3,TX_175311,CUST_2,2024-01-23 05:36:46,2468.93,deposit,failed
NET_3,TX_871378,CUST_2,2024-08-16 06:59:04,2939.21,deposit,completed
NET_3,TX_815924,CUST_2,2024-06-15 15:09:13,2819.56,deposit,failed
NET_3,TX_182354,CUST_2,2023-11-12 16:29:39,1752.87,withdrawal,completed
NET_3,TX_873489,CUST_2,2024-01-25 14:17:25,4112.66,withdrawal,completed
NET_3,TX_775096,CUST_2,2024-08-27 09:48:38,4646.82,deposit,completed
NET_3,TX_405661,CUST_2,2023-10-19 01:49:54,1844.36,deposit,failed
NET_3,TX_873115,CUST_2,2024-05-12 14:34:09,4475.29,withdrawal,completed
NET_3,TX_566615,CUST_2,2024-07-18 14:58:00,2779.03,withdrawal,failed
NET_3,TX_242277,CUST_2,2024-08-11 06:38:59,4016.56,withdrawal,failed
NET_3,TX_452872,CUST_2,2023-11-25 12:32:24,2677.45,withdrawal,pending
NET_3,TX_651350,CUST_2,2024-09-01 04:12:43,377.71,withdrawal,failed
NET_3,TX_661382,CUST_2,2023-11-16 07:21:40,1317.51,withdrawal,failed
NET_3,TX_359925,CUST_2,2024-06-24 20:39:16,2797.22,deposit,completed
NET_3,TX_975610,CUST_2,2024-01-06 07:01:52,3190.75,withdrawal,pending
NET_3,TX_553353,CUST_2,2024-04-08 05:19:31,3120.67,withdrawal,completed
NET_3,TX_231625,CUST_3,2024-05-02 17:50:20,1929.7,withdrawal,completed
NET_3,TX_169271,CUST_3,2024-07-23 07:52:50,3869.94,deposit,completed
NET_3,TX_228668,CUST_3,2024-04-06 04:36:54,969.38,withdrawal,completed
NET_3,TX_606916,CUST_3,2023-11-03 15:36:14,51.47,withdrawal,completed
NET_3,TX_656369,CUST_3,2024-04-21 21:40:32,2441.73,deposit,completed
NET_3,TX_101074,CUST_3,2024-02-24 02:50:06,4812.26,withdrawal,completed
NET_3,TX_429374,CUST_3,2024-03-09 07:04:04,3538.48,withdrawal,pending
NET_3,TX_601442,CUST_3,2024-06-26 03:38:18,2894.71,deposit,failed
NET_3,TX_935983,CUST_3,2023-12-14 08:42:04,2142.06,deposit,completed
NET_3,TX_198744,CUST_3,2024-04-14 14:04:44,4566.97,withdrawal,completed
NET_3,TX_888715,CUST_3,2024-08-15 05:04:27,360.66,deposit,completed
NET_3,TX_825893,CUST_3,2024-04-19 07:44:02,2667.68,withdrawal,completed
NET_3,TX_133574,CUST_3,2024-08-27 13:55:03,3279.56,deposit,completed
NET_3,TX_322026,CUST_3,2024-07-07 12:42:03,3518.19,deposit,failed
NET_3,TX_908659,CUST_3,2024-09-18 15:35:34,4984.72,withdrawal,completed
NET_3,TX_109275,CUST_3,2023-12-17 15:19:35,857.64,deposit,completed
NET_3,TX_427830,CUST_3,2024-08-22 15:53:51,3912.63,deposit,failed
NET_3,TX_253767,CUST_3,2024-05-06 01:33:55,2353.69,deposit,completed
NET_3,TX_438895,CUST_3,2024-02-22 22:47:24,1489.59,withdrawal,completed
NET_3,TX_735493,CUST_3,2023-11-17 11:43:32,1802.14,deposit,completed
NET_3,TX_887030,CUST_3,2024-07-12 03:21:13,1078.72,deposit,completed
NET_3,TX_698229,CUST_3,2024-01-11 11:36:40,331.4,deposit,completed
NET_3,TX_834994,CUST_3,2023-09-28 05:47:18,4476.45,deposit,completed
NET_3,TX_806567,CUST_3,2024-09-12 10:44:10,438.3,deposit,failed
NET_3,TX_354581,CUST_3,2024-04-28 09:37:42,4285.19,withdrawal,completed
NET_3,TX_330560,CUST_3,2024-04-28 08:59:16,3852.49,deposit,completed
NET_3,TX_950379,CUST_3,2024-06-11 14:35:22,534.74,deposit,completed
NET_3,TX_950845,CUST_3,2024-04-17 16:52:21,1909.61,withdrawal,completed
NET_3,TX_123920,CUST_3,2024-05-31 17:01:15,4097.91,deposit,completed
NET_3,TX_316326,CUST_3,2024-04-30 22:26:18,2176.51,deposit,completed
NET_3,TX_586495,CUST_3,2023-10-25 00:17:40,2784.97,deposit,completed
NET_3,TX_319432,CUST_3,2024-06-13 15:36:20,4612.21,deposit,completed
NET_3,TX_788682,CUST_3,2023-10-07 09:47:37,2424.53,withdrawal,completed
NET_3,TX_156002,CUST_3,2023-12-03 21:23:25,2939.47,withdrawal,completed
NET_3,TX_858416,CUST_3,2024-06-11 09:33:16,3391.44,withdrawal,pending
NET_3,TX_872181,CUST_3,2024-05-24 03:26:30,4860.47,withdrawal,completed
NET_3,TX_526454,CUST_3,2023-12-11 05:02:04,4850.71,deposit,completed
NET_3,TX_464082,CUST_3,2024-07-30 06:58:46,300.11,deposit,completed
NET_3,TX_335337,CUST_3,2024-03-01 17:00:32,971.24,withdrawal,completed
NET_3,TX_199579,CUST_3,2024-05-29 04:46:38,3205.57,deposit,completed
NET_3,TX_807915,CUST_3,2024-07-01 13:41:32,3753.93,withdrawal,completed
NET_3,TX_776948,CUST_3,2024-08-11 08:42:16,2004.35,withdrawal,completed
NET_3,TX_943930,CUST_3,2024-04-10 16:58:33,4927.18,deposit,completed
NET_3,TX_192916,CUST_3,2023-11-25 04:08:14,1454.32,deposit,failed
NET_3,TX_123906,CUST_3,2023-12-20 09:20:37,4490.21,deposit,completed
NET_3,TX_775047,CUST_3,2023-11-30 23:16:34,1076.98,deposit,completed
NET_3,TX_610735,CUST_3,2024-03-26 23:22:11,1362.14,withdrawal,completed
NET_3,TX_160694,CUST_3,2023-11-01 15:39:15,575.27,withdrawal,completed
NET_3,TX_709836,CUST_3,2024-07-04 01:31:14,429.05,withdrawal,completed
NET_3,TX_460566,CUST_3,2024-03-16 10:45:26,3915.3,deposit,completed
NET_3,TX_275628,CUST_3,2024-01-12 10:06:39,1671.83,deposit,pending
NET_3,TX_168814,CUST_3,2024-04-15 20:23:09,1962.73,withdrawal,completed
NET_3,TX_628569,CUST_3,2024-08-29 18:14:25,4874.62,withdrawal,completed
NET_3,TX_446168,CUST_3,2024-09-20 08:22:30,1525.08,deposit,completed
NET_3,TX_168148,CUST_3,2024-06-27 08:46:40,648.4,deposit,completed
NET_3,TX_574646,CUST_3,2024-06-10 13:07:16,2264.87,deposit,completed
NET_3,TX_253762,CUST_3,2024-09-04 18:09:07,614.38,withdrawal,completed
NET_3,TX_707461,CUST_3,2024-01-07 08:37:56,468.52,deposit,completed
NET_3,TX_167268,CUST_3,2024-04-10 03:24:39,1375.9,withdrawal,completed
NET_3,TX_350405,CUST_3,2024-06-11 09:09:52,4832.34,deposit,failed
NET_3,TX_722445,CUST_3,2023-10-28 15:25:04,3382.08,withdrawal,completed
NET_3,TX_645368,CUST_3,2023-12-25 21:13:19,1648.12,withdrawal,failed
NET_3,TX_727395,CUST_3,2024-07-08 00:26:11,3557.12,withdrawal,completed
NET_3,TX_547376,CUST_3,2024-01-19 00:58:05,1822.56,deposit,completed
NET_3,TX_504010,CUST_3,2023-11-23 22:24:20,417.02,deposit,completed
NET_3,TX_544667,CUST_3,2023-12-21 03:10:18,1110.49,withdrawal,completed
NET_3,TX_305779,CUST_3,2024-02-02 12:57:11,3283.66,deposit,completed
NET_3,TX_313560,CUST_3,2024-07-03 17:09:49,800.82,deposit,completed
NET_3,TX_744996,CUST_3,2024-05-14 21:40:58,533.45,withdrawal,completed
NET_3,TX_629925,CUST_3,2023-12-04 16:39:39,2966.69,deposit,completed
NET_3,TX_342583,CUST_3,2024-02-25 02:31:59,2071.28,deposit,completed
NET_3,TX_855910,CUST_3,2024-02-04 14:48:23,1336.82,withdrawal,completed
NET_3,TX_232655,CUST_3,2024-08-19 18:51:01,496.38,deposit,failed
NET_3,TX_806191,CUST_3,2024-07-20 12:51:55,3379.91,deposit,completed
NET_3,TX_496025,CUST_3,2024-01-16 10:05:41,3048.39,deposit,completed
NET_3,TX_395679,CUST_3,2024-08-01 12:36:22,717.81,withdrawal,completed
NET_3,TX_448531,CUST_3,2024-08-30 03:15:07,3578.31,withdrawal,pending
NET_3,TX_594286,CUST_3,2023-11-18 15:19:00,2052.41,deposit,failed
NET_3,TX_470664,CUST_3,2024-08-29 04:04:12,3300.15,withdrawal,failed
NET_3,TX_743631,CUST_3,2024-05-26 14:38:59,1342.02,deposit,completed
NET_3,TX_883441,CUST_3,2024-03-28 09:52:12,1297.84,deposit,completed
NET_3,TX_388937,CUST_3,2023-09-22 10:36:12,4800.04,withdrawal,completed
NET_3,TX_779561,CUST_3,2023-12-17 13:33:35,1355.86,deposit,completed
NET_3,TX_317044,CUST_3,2024-06-18 18:36:12,1805.94,withdrawal,pending
NET_3,TX_508466,CUST_3,2024-08-30 04:27:39,957.65,deposit,failed
NET_3,TX_577288,CUST_3,2024-08-07 17:56:05,3913.21,withdrawal,failed
NET_3,TX_105262,CUST_3,2023-10-25 00:26:02,4249.49,withdrawal,completed
NET_3,TX_242703,CUST_3,2024-07-16 14:13:01,2152.54,withdrawal,completed
NET_3,TX_928889,CUST_3,2024-03-08 01:44:41,2138.33,withdrawal,completed
NET_3,TX_593456,CUST_3,2023-11-12 06:29:58,4348.14,deposit,failed
NET_3,TX_508355,CUST_3,2024-03-28 11:51:11,4608.42,withdrawal,failed
NET_3,TX_664817,CUST_3,2023-12-04 18:12:36,442.88,deposit,completed
NET_3,TX_931972,CUST_3,2024-04-01 19:33:24,2066.68,withdrawal,failed
NET_3,TX_894081,CUST_3,2024-04-07 08:13:22,989.8,withdrawal,completed
NET_3,TX_576828,CUST_4,2024-03-27 12:00:55,3467.89,deposit,completed
NET_3,TX_652916,CUST_4,2023-09-22 03:22:28,313.6,withdrawal,completed
NET_3,TX_784098,CUST_4,2024-02-16 11:31:50,1752.08,deposit,completed
NET_3,TX_983327,CUST_4,2024-05-26 00:35:03,404.23,deposit,completed
NET_3,TX_970590,CUST_4,2023-12-13 06:17:47,3246.95,deposit,completed
NET_3,TX_974595,CUST_4,2024-07-04 20:21:36,2443.24,withdrawal,failed
NET_3,TX_390529,CUST_4,2024-05-10 07:12:54,1836.5,deposit,failed
NET_3,TX_362926,CUST_4,2024-07-10 15:41:39,2958.57,withdrawal,pending
NET_3,TX_206414,CUST_4,2023-11-14 23:43:20,3124.5,deposit,completed
NET_3,TX_634612,CUST_4,2024-06-11 08:40:25,782.75,withdrawal,completed
NET_3,TX_193573,CUST_4,2024-07-21 17:06:51,2621.9,withdrawal,completed
NET_3,TX_881805,CUST_4,2024-06-22 04:00:47,2650.95,withdrawal,completed
NET_3,TX_789173,CUST_4,2024-07-17 16:13:03,3042.48,withdrawal,completed
NET_3,TX_837263,CUST_4,2024-03-06 08:18:03,4368.23,withdrawal,completed
NET_3,TX_781322,CUST_4,2024-05-27 14:03:30,2864.82,deposit,completed
NET_3,TX_874289,CUST_4,2023-10-04 06:04:26,1129.85,deposit,failed
NET_3,TX_310102,CUST_4,2024-06-17 02:17:02,2479.91,withdrawal,completed
NET_3,TX_736494,CUST_4,2024-03-26 18:51:18,3819.68,deposit,completed
NET_3,TX_453200,CUST_4,2023-10-20 22:16:14,3844.66,withdrawal,completed
NET_3,TX_208751,CUST_4,2024-03-26 17:33:10,2437.31,deposit,completed
NET_3,TX_104523,CUST_4,2023-10-25 07:57:17,2576.78,withdrawal,completed
NET_3,TX_339173,CUST_4,2024-05-13 16:51:34,4041.59,deposit,completed
NET_3,TX_208467,CUST_4,2024-01-05 18:58:09,330.13,withdrawal,completed
NET_3,TX_474149,CUST_4,2024-02-20 10:35:30,3256.14,withdrawal,completed
NET_3,TX_566166,CUST_4,2024-07-04 15:39:06,1264.0,withdrawal,completed
NET_3,TX_307633,CUST_4,2023-10-23 03:24:05,3169.09,withdrawal,completed
NET_3,TX_684378,CUST_4,2024-03-25 20:20:03,4393.55,deposit,completed
NET_3,TX_756424,CUST_4,2024-04-03 15:57:24,3939.9,withdrawal,completed
NET_3,TX_731810,CUST_4,2024-04-21 00:04:31,1401.23,withdrawal,completed
NET_3,TX_442487,CUST_4,2024-05-30 19:56:46,3121.7,deposit,failed
NET_3,TX_760780,CUST_4,2024-08-09 23:39:20,3176.74,deposit,completed
NET_3,TX_178660,CUST_4,2024-02-19 01:45:44,3806.54,withdrawal,failed
NET_3,TX_822528,CUST_4,2023-10-13 18:31:32,1998.52,withdrawal,completed
NET_3,TX_569524,CUST_4,2023-12-13 18:35:32,4662.14,deposit,completed
NET_3,TX_296353,CUST_4,2024-06-23 07:55:52,1141.34,deposit,completed
NET_3,TX_783335,CUST_4,2024-06-01 10:31:30,4205.39,withdrawal,completed
NET_3,TX_253928,CUST_4,2024-08-27 09:34:15,2521.41,deposit,completed
NET_3,TX_550378,CUST_4,2023-11-11 05:32:01,3331.4,deposit,completed
NET_3,TX_396736,CUST_4,2024-07-08 10:17:37,1745.88,withdrawal,completed
NET_3,TX_635735,CUST_4,2024-05-29 03:57:28,4679.41,withdrawal,completed
NET_3,TX_724083,CUST_4,2024-05-25 19:06:23,860.32,deposit,completed
NET_3,TX_370655,CUST_4,2024-08-15 17:46:15,1560.5,withdrawal,failed
NET_3,TX_631051,CUST_4,2024-09-20 13:03:17,2862.85,deposit,completed
NET_3,TX_605014,CUST_4,2024-08-17 03:12:18,3175.4,deposit,completed
NET_3,TX_982001,CUST_4,2024-01-05 01:45:17,2170.07,withdrawal,completed
NET_3,TX_677376,CUST_4,2024-08-31 01:20:28,690.13,deposit,completed
NET_3,TX_908905,CUST_4,2024-06-04 07:53:08,2924.8,deposit,completed
NET_3,TX_105261,CUST_4,2024-09-08 14:24:03,3561.26,deposit,completed
NET_3,TX_859603,CUST_4,2024-06-30 21:05:52,247.87,withdrawal,completed
NET_3,TX_314820,CUST_4,2024-05-13 08:02:05,1251.1,deposit,completed
NET_3,TX_345449,CUST_4,2024-07-18 13:38:56,3532.74,deposit,completed
NET_3,TX_270654,CUST_4,2024-05-12 02:36:40,3324.94,deposit,failed
NET_3,TX_956443,CUST_4,2024-09-04 23:08:58,4590.61,withdrawal,completed
NET_3,TX_446191,CUST_4,2023-11-15 14:57:52,2932.5,deposit,failed
NET_3,TX_465797,CUST_4,2023-12-14 04:00:21,901.39,withdrawal,completed
NET_3,TX_193113,CUST_4,2023-10-04 19:14:11,3753.21,withdrawal,completed
NET_3,TX_593424,CUST_4,2024-06-19 04:13:12,2532.26,withdrawal,completed
NET_3,TX_567169,CUST_4,2023-12-15 13:01:28,4757.12,withdrawal,completed
NET_3,TX_995279,CUST_4,2024-03-31 10:14:54,1193.56,deposit,completed
NET_3,TX_136150,CUST_4,2024-04-25 19:42:10,2729.8,deposit,completed
NET_3,TX_420836,CUST_4,2024-02-09 16:36:59,2531.59,withdrawal,completed
NET_3,TX_501389,CUST_4,2024-01-16 13:15:02,2849.49,deposit,completed
NET_3,TX_837371,CUST_4,2023-12-07 04:12:47,4756.14,withdrawal,failed
NET_3,TX_956622,CUST_4,2023-10-23 08:06:29,3993.14,withdrawal,completed
NET_3,TX_990685,CUST_4,2024-07-27 22:47:56,3784.02,withdrawal,completed
NET_3,TX_326314,CUST_4,2024-04-23 04:40:54,4617.45,deposit,completed
NET_3,TX_443410,CUST_4,2023-09-28 09:31:59,1644.05,deposit,completed
NET_3,TX_650299,CUST_4,2024-01-25 11:51:26,2398.08,withdrawal,completed
NET_3,TX_655510,CUST_4,2024-01-12 17:28:32,2710.54,withdrawal,completed
NET_3,TX_681558,CUST_4,2023-11-16 09:58:15,662.7,deposit,completed
NET_3,TX_367941,CUST_4,2024-02-25 04:46:53,3466.32,withdrawal,completed
NET_3,TX_962157,CUST_4,2024-02-28 06:55:55,3020.14,deposit,completed
NET_3,TX_764670,CUST_4,2023-12-07 13:28:11,118.49,deposit,failed
NET_3,TX_433326,CUST_4,2023-12-07 20:12:43,149.37,deposit,completed
NET_3,TX_404990,CUST_4,2024-08-23 22:36:11,4535.43,deposit,completed
NET_3,TX_955176,CUST_4,2024-05-10 07:26:00,2592.28,deposit,completed
NET_3,TX_667928,CUST_4,2024-08-31 23:33:11,3414.91,withdrawal,completed
NET_3,TX_971429,CUST_4,2023-10-08 20:02:55,2736.2,withdrawal,completed
NET_3,TX_810937,CUST_4,2024-03-13 09:11:30,1267.89,withdrawal,completed
NET_3,TX_173801,CUST_4,2024-07-01 05:58:34,3973.83,withdrawal,completed
NET_3,TX_329538,CUST_4,2023-11-07 18:43:02,1561.69,deposit,completed
NET_3,TX_487696,CUST_4,2024-01-06 04:08:18,467.97,deposit,completed
NET_3,TX_949490,CUST_4,2023-10-08 00:48:04,477.07,withdrawal,completed
NET_3,TX_505822,CUST_4,2024-08-23 11:43:16,3397.13,withdrawal,completed
NET_3,TX_662963,CUST_4,2023-09-26 13:58:13,1374.59,deposit,completed
NET_3,TX_345537,CUST_5,2024-08-09 10:21:00,2737.5,deposit,completed
NET_3,TX_125876,CUST_6,2023-09-26 09:45:18,4584.58,withdrawal,completed
NET_3,TX_845634,CUST_6,2024-01-15 14:39:04,2383.18,withdrawal,pending
NET_3,TX_939381,CUST_6,2024-06-24 14:27:20,3296.58,deposit,completed
NET_3,TX_161378,CUST_6,2024-05-11 11:57:14,3920.72,deposit,failed
NET_3,TX_863156,CUST_6,2024-01-31 09:33:00,4144.38,withdrawal,pending
NET_3,TX_912320,CUST_6,2023-10-07 15:30:45,4318.18,deposit,completed
NET_3,TX_749824,CUST_6,2024-08-24 08:36:48,960.13,withdrawal,pending
NET_3,TX_611468,CUST_6,2024-08-18 17:43:09,475.25,withdrawal,completed
NET_3,TX_627034,CUST_6,2024-09-02 16:33:00,1575.46,deposit,completed
NET_3,TX_994833,CUST_7,2023-10-22 19:39:45,3467.87,deposit,completed
NET_3,TX_155143,CUST_7,2024-09-11 00:48:52,3462.82,deposit,completed
NET_3,TX_978862,CUST_7,2024-03-07 11:16:15,1591.29,deposit,completed
NET_3,TX_571941,CUST_7,2023-10-05 16:05:29,1855.33,withdrawal,completed
NET_3,TX_284406,CUST_7,2024-07-16 05:18:10,805.11,withdrawal,pending
NET_3,TX_433664,CUST_7,2024-06-12 07:25:10,3467.39,deposit,failed
NET_3,TX_167566,CUST_7,2024-09-06 19:13:34,1379.75,withdrawal,failed
NET_3,TX_272447,CUST_7,2024-09-05 14:59:02,1230.61,withdrawal,failed
NET_3,TX_406073,CUST_7,2024-01-17 19:14:16,3968.87,withdrawal,completed
NET_3,TX_460478,CUST_7,2024-05-20 22:22:45,986.53,deposit,completed
NET_3,TX_902149,CUST_7,2023-11-16 23:08:31,1566.05,withdrawal,completed
NET_3,TX_835495,CUST_7,2023-11-07 10:55:28,573.8,withdrawal,completed
NET_3,TX_412380,CUST_7,2024-07-05 11:49:42,442.52,withdrawal,completed
NET_3,TX_656408,CUST_7,2024-03-12 20:30:43,3001.68,deposit,completed
NET_3,TX_425340,CUST_7,2024-05-23 19:34:21,1686.8,withdrawal,completed
NET_3,TX_386370,CUST_7,2024-09-02 14:57:51,1339.89,deposit,failed
NET_3,TX_225891,CUST_7,2024-08-05 23:31:51,2525.34,withdrawal,failed
NET_3,TX_316072,CUST_7,2023-10-24 08:40:11,376.96,withdrawal,failed
NET_3,TX_156606,CUST_7,2024-09-16 20:55:36,2706.61,withdrawal,completed
NET_3,TX_355988,CUST_7,2024-03-29 21:11:19,3080.24,deposit,completed
NET_3,TX_153014,CUST_7,2024-01-16 04:16:16,1805.29,deposit,completed
NET_3,TX_900339,CUST_7,2024-08-02 00:04:33,241.84,withdrawal,completed
NET_3,TX_124585,CUST_7,2023-12-01 05:44:39,4062.18,deposit,completed
NET_3,TX_539852,CUST_7,2023-10-22 15:58:42,1565.94,deposit,completed
NET_3,TX_367295,CUST_7,2024-08-26 21:45:41,3502.56,deposit,completed
NET_3,TX_193971,CUST_7,2024-08-18 10:15:22,183.82,deposit,pending
NET_3,TX_132367,CUST_7,2024-04-15 16:10:03,2104.17,deposit,completed
NET_3,TX_839703,CUST_7,2023-09-23 21:56:05,3184.19,deposit,completed
NET_3,TX_821461,CUST_7,2024-08-17 11:34:37,1898.4,withdrawal,completed
NET_3,TX_584056,CUST_7,2023-10-10 05:18:03,861.41,deposit,completed
