network_id,transaction_id,customer_id,transaction_date,transaction_amount,transaction_type,status
NET_2,TX_387637,CUST_1,2023-12-18 12:17:44,2481.73,deposit,completed
NET_2,TX_398523,CUST_1,2024-07-22 13:06:52,1958.6,deposit,completed
NET_2,TX_392175,CUST_1,2023-11-20 10:02:55,454.06,deposit,completed
NET_2,TX_264816,CUST_1,2023-12-17 06:20:09,975.56,withdrawal,completed
NET_2,TX_927974,CUST_1,2024-04-30 20:45:28,1540.97,deposit,completed
NET_2,TX_625872,CUST_1,2024-07-27 06:04:40,1334.04,deposit,completed
NET_2,TX_189815,CUST_1,2024-04-02 23:51:03,2382.42,deposit,failed
NET_2,TX_234779,CUST_1,2023-12-30 16:18:45,4220.07,withdrawal,failed
NET_2,TX_877649,CUST_1,2024-09-20 17:56:53,2733.86,withdrawal,failed
NET_2,TX_628968,CUST_1,2024-04-12 09:02:07,2877.85,deposit,completed
NET_2,TX_931781,CUST_1,2023-11-04 02:37:51,1361.72,withdrawal,completed
NET_2,TX_791902,CUST_1,2024-08-15 00:05:07,4602.39,deposit,completed
NET_2,TX_987261,CUST_1,2024-03-09 19:52:35,1434.77,withdrawal,completed
NET_2,TX_121354,CUST_1,2024-01-01 06:01:45,51.33,deposit,failed
NET_2,TX_954161,CUST_1,2024-09-01 19:40:13,761.65,deposit,completed
NET_2,TX_325887,CUST_1,2023-12-18 04:33:56,1858.12,withdrawal,completed
NET_2,TX_503832,CUST_1,2024-08-19 12:43:29,1073.31,deposit,completed
NET_2,TX_916062,CUST_1,2024-03-22 00:16:53,2743.51,withdrawal,completed
NET_2,TX_949095,CUST_1,2024-05-18 08:51:28,4699.71,withdrawal,completed
NET_2,TX_731892,CUST_1,2024-05-14 14:50:16,1211.92,deposit,completed
NET_2,TX_170048,CUST_1,2023-12-30 08:00:23,4855.97,withdrawal,completed
NET_2,TX_715092,CUST_1,2023-12-21 15:24:58,347.98,withdrawal,completed
NET_2,TX_764065,CUST_1,2024-09-08 10:22:37,138.77,withdrawal,completed
NET_2,TX_831613,CUST_1,2024-06-27 06:32:49,455.3,deposit,completed
NET_2,TX_126317,CUST_1,2024-09-15 15:49:58,1913.45,withdrawal,completed
NET_2,TX_982368,CUST_1,2024-08-17 01:32:35,4921.01,withdrawal,completed
NET_2,TX_779060,CUST_1,2023-09-25 04:22:31,1298.01,deposit,completed
NET_2,TX_980985,CUST_1,2024-01-07 11:20:10,2249.51,deposit,completed
NET_2,TX_530651,CUST_1,2024-02-01 15:52:35,3908.2,deposit,pending
NET_2,TX_706905,CUST_1,2024-02-09 04:14:27,4696.79,withdrawal,completed
NET_2,TX_742523,CUST_2,2024-05-23 06:12:19,4196.54,withdrawal,failed
NET_2,TX_913770,CUST_2,2024-06-11 10:35:54,1237.12,withdrawal,completed
NET_2,TX_808861,CUST_2,2024-08-30 04:10:32,2013.85,withdrawal,completed
NET_2,TX_149804,CUST_2,2024-04-09 08:38:20,799.53,withdrawal,pending
NET_2,TX_977084,CUST_2,2024-03-08 14:45:12,2021.11,withdrawal,completed
NET_2,TX_256158,CUST_2,2023-11-25 15:47:59,4753.49,deposit,completed
NET_2,TX_323716,CUST_2,2024-04-16 21:29:57,175.98,withdrawal,completed
NET_2,TX_190779,CUST_2,2024-06-20 00:19:04,2405.82,deposit,failed
NET_2,TX_726080,CUST_2,2024-09-05 18:50:55,3365.11,deposit,pending
NET_2,TX_505769,CUST_2,2024-02-26 09:38:53,4632.25,withdrawal,failed
NET_2,TX_337504,CUST_2,2023-09-26 02:55:48,3576.05,deposit,completed
NET_2,TX_450916,CUST_2,2023-11-28 09:11:18,1426.96,deposit,completed
NET_2,TX_619922,CUST_2,2024-02-07 05:23:35,375.84,withdrawal,completed
NET_2,TX_668585,CUST_2,2023-11-19 00:46:58,726.77,deposit,failed
NET_2,TX_326819,CUST_2,2024-01-28 10:24:22,3998.04,deposit,completed
NET_2,TX_406434,CUST_2,2024-08-21 09:42:00,912.58,deposit,failed
NET_2,TX_408338,CUST_2,2024-06-16 00:15:50,972.63,withdrawal,failed
NET_2,TX_847714,CUST_2,2024-05-21 00:35:29,1765.23,withdrawal,failed
NET_2,TX_247755,CUST_2,2024-08-22 23:34:59,3373.0,deposit,completed
NET_2,TX_572171,CUST_2,2024-01-19 10:21:16,1684.72,withdrawal,completed
NET_2,TX_812236,CUST_2,2023-09-26 14:58:06,136.19,withdrawal,completed
NET_2,TX_160338,CUST_2,2024-03-23 20:27:10,1870.7,deposit,completed
NET_2,TX_480580,CUST_2,2023-11-02 18:40:31,280.04,deposit,pending
NET_2,TX_904633,CUST_2,2023-12-19 04:43:35,688.6,deposit,completed
NET_2,TX_873680,CUST_2,2023-12-09 14:39:03,4211.03,deposit,completed
NET_2,TX_161760,CUST_2,2024-04-16 19:46:04,3461.92,deposit,completed
NET_2,TX_510799,CUST_2,2024-09-10 17:48:20,2852.44,withdrawal,pending
NET_2,TX_947784,CUST_2,2024-02-18 16:57:48,1781.92,withdrawal,failed
NET_2,TX_705418,CUST_2,2024-06-13 17:00:39,4239.34,withdrawal,completed
NET_2,TX_377799,CUST_2,2023-10-16 02:11:40,4872.46,deposit,completed
NET_2,TX_944411,CUST_2,2023-12-18 23:37:15,3606.6,withdrawal,failed
NET_2,TX_508969,CUST_2,2023-11-01 22:34:06,2862.77,deposit,completed
NET_2,TX_494224,CUST_2,2024-02-13 16:06:47,2510.92,withdrawal,failed
NET_2,TX_955100,CUST_2,2024-01-31 18:46:27,337.53,deposit,completed
NET_2,TX_609492,CUST_2,2024-02-29 12:52:29,4273.47,withdrawal,completed
NET_2,TX_750759,CUST_2,2024-03-10 02:45:27,1616.46,deposit,completed
NET_2,TX_793273,CUST_2,2024-09-13 09:11:53,3899.87,deposit,completed
NET_2,TX_119330,CUST_2,2024-05-11 06:38:06,287.31,withdrawal,completed
NET_2,TX_307079,CUST_2,2023-10-13 10:45:48,2386.03,withdrawal,completed
NET_2,TX_102141,CUST_2,2024-04-13 20:31:26,3634.68,deposit,completed
NET_2,TX_823599,CUST_2,2024-04-15 06:10:59,2767.98,withdrawal,pending
NET_2,TX_693162,CUST_2,2024-02-11 15:16:05,2025.41,withdrawal,completed
NET_2,TX_448085,CUST_2,2024-01-06 18:18:05,4401.0,deposit,completed
NET_2,TX_701497,CUST_2,2023-11-11 18:52:36,1177.87,deposit,pending
NET_2,TX_472071,CUST_2,2024-08-13 22:05:00,2175.11,withdrawal,completed
NET_2,TX_997674,CUST_2,2024-04-26 12:04:24,2144.34,deposit,failed
NET_2,TX_974786,CUST_2,2024-03-10 02:55:55,2329.11,withdrawal,failed
NET_2,TX_594459,CUST_2,2024-08-01 18:34:40,4689.61,deposit,completed
NET_2,TX_421992,CUST_2,2024-02-23 02:31:15,1112.64,withdrawal,completed
NET_2,TX_632716,CUST_2,2024-06-22 02:16:05,351.54,withdrawal,completed
NET_2,TX_371498,CUST_2,2023-12-17 10:32:39,2957.74,deposit,failed
NET_2,TX_346134,CUST_2,2024-05-27 23:04:47,383.86,withdrawal,completed
NET_2,TX_818756,CUST_2,2023-10-30 03:13:36,3097.62,withdrawal,completed
NET_2,TX_580420,CUST_2,2024-02-25 12:56:38,4517.59,deposit,failed
NET_2,TX_114410,CUST_2,2024-05-10 01:06:06,2057.34,withdrawal,completed
NET_2,TX_152460,CUST_2,2024-07-22 12:11:27,3529.32,withdrawal,completed
NET_2,TX_753772,CUST_2,2024-04-18 22:33:25,938.12,withdrawal,completed
NET_2,TX_935889,CUST_2,2024-06-23 07:17:16,1228.44,deposit,completed
NET_2,TX_460867,CUST_2,2024-09-07 00:02:34,542.11,withdrawal,completed
NET_2,TX_129778,CUST_2,2023-11-24 23:15:01,531.05,deposit,pending
NET_2,TX_781839,CUST_2,2024-04-09 15:40:11,4521.37,deposit,failed
NET_2,TX_323589,CUST_2,2024-08-14 13:44:18,3882.79,deposit,completed
NET_2,TX_348892,CUST_2,2024-04-20 01:45:30,3898.48,withdrawal,failed
NET_2,TX_136347,CUST_2,2024-06-07 16:58:11,3349.52,deposit,completed
NET_2,TX_112964,CUST_2,2023-12-21 22:01:13,2581.28,deposit,completed
NET_2,TX_256276,CUST_2,2024-02-28 01:46:14,2620.0,deposit,completed
NET_2,TX_708515,CUST_2,2024-01-11 05:13:50,2501.18,withdrawal,completed
NET_2,TX_707535,CUST_2,2023-10-21 21:43:46,2572.01,deposit,failed
NET_2,TX_159047,CUST_2,2023-11-07 06:44:41,2596.43,withdrawal,failed
NET_2,TX_547714,CUST_2,2024-03-22 12:13:37,2903.52,withdrawal,completed
NET_2,TX_444179,CUST_2,2024-06-16 21:37:43,3416.69,withdrawal,completed
NET_2,TX_412970,CUST_2,2024-09-08 18:35:06,329.09,withdrawal,completed
NET_2,TX_262148,CUST_2,2024-08-24 12:08:58,2781.33,withdrawal,pending
NET_2,TX_761816,CUST_2,2024-03-29 11:02:45,1946.87,withdrawal,pending
NET_2,TX_922179,CUST_2,2024-08-22 13:43:19,4988.38,withdrawal,completed
NET_2,TX_388160,CUST_2,2024-08-04 08:01:50,427.26,deposit,completed
NET_2,TX_396038,CUST_2,2024-07-25 10:58:11,2510.02,deposit,completed
NET_2,TX_804003,CUST_2,2023-10-08 05:25:22,3296.79,withdrawal,failed
NET_2,TX_481426,CUST_3,2024-07-15 19:44:41,469.29,deposit,completed
NET_2,TX_341911,CUST_3,2024-06-03 20:21:44,4689.39,withdrawal,completed
NET_2,TX_507487,CUST_3,2024-07-18 20:56:08,2874.72,deposit,completed
NET_2,TX_946006,CUST_3,2023-10-26 00:22:11,1278.05,withdrawal,completed
NET_2,TX_733661,CUST_3,2023-12-11 00:05:36,3461.99,withdrawal,completed
NET_2,TX_281199,CUST_3,2024-05-11 09:54:22,1244.92,deposit,pending
NET_2,TX_157791,CUST_3,2023-11-06 21:46:52,3374.94,deposit,completed
NET_2,TX_239040,CUST_3,2024-03-28 04:57:38,1819.8,deposit,failed
NET_2,TX_927560,CUST_3,2024-02-20 17:13:45,103.32,deposit,completed
NET_2,TX_805361,CUST_3,2024-08-26 00:59:17,1959.49,withdrawal,failed
NET_2,TX_977147,CUST_3,2024-02-26 18:23:15,1941.87,deposit,completed
NET_2,TX_226458,CUST_3,2024-03-03 02:45:20,1082.24,deposit,completed
NET_2,TX_152129,CUST_3,2023-11-17 03:56:27,2555.64,withdrawal,failed
NET_2,TX_701196,CUST_3,2023-12-12 01:06:55,3869.45,deposit,completed
NET_2,TX_279916,CUST_3,2024-04-26 00:29:38,617.19,withdrawal,completed
NET_2,TX_329421,CUST_3,2024-04-10 05:06:05,531.79,deposit,completed
NET_2,TX_258025,CUST_3,2023-12-26 20:44:43,2905.9,withdrawal,completed
NET_2,TX_785038,CUST_3,2024-07-14 13:43:09,3541.0,deposit,completed
NET_2,TX_545497,CUST_3,2024-01-16 09:15:24,4298.77,withdrawal,completed
NET_2,TX_341849,CUST_3,2024-06-22 08:48:11,385.92,deposit,completed
NET_2,TX_129755,CUST_3,2024-01-23 04:27:43,3035.3,withdrawal,failed
NET_2,TX_643237,CUST_3,2023-10-30 16:48:48,4371.58,deposit,failed
NET_2,TX_907231,CUST_3,2023-12-06 19:14:30,1507.52,deposit,completed
NET_2,TX_159621,CUST_3,2024-05-11 23:04:04,926.74,withdrawal,completed
NET_2,TX_740042,CUST_3,2023-09-30 19:34:17,484.72,deposit,completed
NET_2,TX_204705,CUST_3,2024-04-25 21:38:03,3046.52,withdrawal,failed
NET_2,TX_839230,CUST_3,2024-02-13 06:15:54,4300.64,withdrawal,completed
NET_2,TX_813961,CUST_3,2024-07-17 13:33:45,2121.28,deposit,failed
NET_2,TX_445492,CUST_3,2024-03-05 02:02:41,1618.73,deposit,completed
NET_2,TX_463718,CUST_3,2024-05-20 06:40:28,424.07,withdrawal,failed
NET_2,TX_736165,CUST_3,2023-09-27 03:50:56,2212.95,deposit,completed
NET_2,TX_251180,CUST_3,2024-06-16 14:23:58,2845.63,withdrawal,completed
NET_2,TX_122089,CUST_3,2024-09-09 21:11:01,2704.28,deposit,completed
NET_2,TX_113254,CUST_3,2024-05-21 11:54:54,3925.61,withdrawal,completed
NET_2,TX_331082,CUST_3,2024-08-31 16:29:39,2143.94,withdrawal,completed
NET_2,TX_809872,CUST_3,2024-02-20 05:18:01,2083.41,withdrawal,completed
NET_2,TX_219181,CUST_3,2023-11-25 15:06:26,1203.13,withdrawal,completed
NET_2,TX_845495,CUST_3,2024-08-16 19:40:45,870.57,withdrawal,completed
NET_2,TX_704628,CUST_3,2024-02-21 17:08:40,1855.56,deposit,completed
NET_2,TX_342067,CUST_3,2024-09-09 01:47:21,4443.29,withdrawal,completed
NET_2,TX_978909,CUST_3,2023-11-18 07:04:04,4932.08,withdrawal,completed
NET_2,TX_430386,CUST_3,2024-05-14 17:43:55,3811.48,withdrawal,pending
NET_2,TX_176102,CUST_3,2024-05-16 08:27:01,4582.79,withdrawal,completed
NET_2,TX_368013,CUST_3,2024-06-22 20:47:29,1493.3,deposit,completed
NET_2,TX_628478,CUST_3,2024-02-23 05:58:31,4014.86,withdrawal,completed
NET_2,TX_722880,CUST_3,2023-09-30 03:28:12,4087.44,deposit,failed
NET_2,TX_989682,CUST_3,2023-10-22 21:23:56,4726.22,deposit,completed
NET_2,TX_924848,CUST_3,2024-08-08 22:42:13,2648.05,withdrawal,completed
NET_2,TX_894505,CUST_3,2024-06-02 09:34:29,2104.71,deposit,completed
NET_2,TX_859024,CUST_3,2023-09-26 22:05:04,4851.96,deposit,completed
NET_2,TX_863612,CUST_3,2024-07-09 18:17:08,4307.1,deposit,completed
NET_2,TX_746969,CUST_3,2024-06-02 06:33:12,3420.27,deposit,completed
NET_2,TX_800675,CUST_3,2024-02-09 20:51:53,1078.04,deposit,completed
NET_2,TX_277443,CUST_3,2024-04-01 00:04:43,676.47,withdrawal,completed
NET_2,TX_842896,CUST_3,2023-12-02 21:07:51,2056.16,deposit,failed
NET_2,TX_634882,CUST_3,2024-04-22 01:11:54,248.87,deposit,failed
NET_2,TX_227968,CUST_3,2023-11-25 22:10:01,3893.29,deposit,completed
NET_2,TX_931268,CUST_3,2023-11-09 21:22:47,3301.91,withdrawal,pending
NET_2,TX_351799,CUST_3,2024-01-10 07:51:55,4824.36,withdrawal,pending
NET_2,TX_958693,CUST_3,2024-06-25 19:50:34,109.23,deposit,completed
NET_2,TX_481565,CUST_3,2024-04-09 04:08:13,4642.85,deposit,failed
NET_2,TX_921205,CUST_3,2023-09-27 13:46:14,715.0,deposit,completed
NET_2,TX_496891,CUST_3,2024-03-07 14:54:32,321.81,deposit,completed
NET_2,TX_765834,CUST_3,2024-06-03 03:31:29,1097.86,withdrawal,failed
NET_2,TX_657123,CUST_3,2023-10-10 07:24:38,2417.38,deposit,completed
NET_2,TX_676173,CUST_3,2024-09-05 02:04:48,2059.36,deposit,completed
NET_2,TX_906335,CUST_3,2023-11-05 00:07:24,4098.49,deposit,completed
NET_2,TX_275107,CUST_3,2024-05-05 06:24:45,1242.68,deposit,completed
NET_2,TX_249312,CUST_3,2023-11-19 10:57:38,3896.98,withdrawal,pending
NET_2,TX_593611,CUST_3,2024-08-16 18:20:59,4358.99,withdrawal,completed
NET_2,TX_685122,CUST_3,2024-07-21 03:35:09,3952.52,deposit,completed
NET_2,TX_379743,CUST_3,2023-10-30 06:59:12,2970.02,deposit,completed
NET_2,TX_106575,CUST_3,2023-12-13 22:19:29,2702.85,deposit,completed
NET_2,TX_672314,CUST_3,2024-05-01 13:50:56,4427.88,withdrawal,completed
NET_2,TX_624431,CUST_3,2024-09-09 13:20:02,729.24,withdrawal,completed
NET_2,TX_950129,CUST_3,2024-02-07 03:48:09,627.45,withdrawal,pending
NET_2,TX_196684,CUST_3,2024-02-17 19:12:20,3341.36,deposit,completed
NET_2,TX_181150,CUST_3,2024-06-27 11:37:27,4093.08,withdrawal,failed
NET_2,TX_529491,CUST_3,2024-01-23 07:33:15,3470.0,deposit,failed
NET_2,TX_784118,CUST_3,2024-03-21 00:34:28,964.36,withdrawal,completed
NET_2,TX_700646,CUST_3,2024-03-05 23:55:02,2314.34,withdrawal,failed
NET_2,TX_308878,CUST_3,2024-08-31 00:46:20,1678.55,deposit,completed
NET_2,TX_454704,CUST_3,2023-12-22 06:45:41,502.23,withdrawal,completed
NET_2,TX_775981,CUST_3,2024-05-25 13:26:10,262.48,deposit,completed
NET_2,TX_781825,CUST_3,2023-12-30 14:38:18,3643.93,deposit,completed
NET_2,TX_988228,CUST_3,2023-11-04 01:45:00,4363.55,deposit,pending
NET_2,TX_183297,CUST_3,2024-04-01 18:55:54,1158.41,deposit,pending
NET_2,TX_277599,CUST_3,2024-03-23 19:47:21,2770.32,deposit,pending
NET_2,TX_940233,CUST_3,2024-03-20 01:39:00,4188.11,withdrawal,completed
NET_2,TX_424444,CUST_3,2024-07-03 17:47:32,3448.51,withdrawal,failed
NET_2,TX_668561,CUST_3,2024-07-11 02:17:58,1275.93,deposit,failed
NET_2,TX_610067,CUST_3,2024-09-17 17:04:17,4265.25,withdrawal,completed
NET_2,TX_726175,CUST_3,2024-09-03 10:31:17,4004.39,withdrawal,completed
NET_2,TX_161905,CUST_3,2024-04-23 09:39:17,259.97,deposit,failed
NET_2,TX_135658,CUST_4,2024-01-14 00:05:54,4411.65,deposit,completed
NET_2,TX_965581,CUST_4,2023-11-29 16:05:22,861.29,deposit,completed
NET_2,TX_907108,CUST_4,2024-01-01 22:39:14,4397.96,deposit,completed
NET_2,TX_299070,CUST_4,2024-06-03 15:36:10,3887.61,withdrawal,completed
NET_2,TX_151429,CUST_4,2024-04-15 04:00:54,3344.55,deposit,completed
NET_2,TX_340984,CUST_4,2024-08-08 00:46:34,1508.96,withdrawal,failed
NET_2,TX_984842,CUST_4,2023-12-20 00:00:12,2996.6,deposit,failed
NET_2,TX_350084,CUST_4,2024-07-18 05:13:00,4302.59,deposit,failed
NET_2,TX_374524,CUST_4,2024-08-15 05:36:07,168.84,withdrawal,completed
NET_2,TX_390913,CUST_4,2023-10-02 16:15:15,1091.71,withdrawal,failed
NET_2,TX_460922,CUST_4,2024-08-31 19:54:02,4966.9,deposit,completed
NET_2,TX_151562,CUST_4,2023-10-31 21:25:07,144.68,deposit,failed
NET_2,TX_361726,CUST_4,2024-02-17 04:55:35,1173.21,withdrawal,completed
NET_2,TX_802777,CUST_4,2023-11-08 05:37:29,1441.69,deposit,completed
NET_2,TX_632518,CUST_4,2023-10-24 06:22:56,4658.15,deposit,completed
NET_2,TX_373440,CUST_4,2024-06-11 12:23:17,4882.35,withdrawal,failed
NET_2,TX_431538,CUST_4,2023-10-05 20:35:23,1786.9,deposit,completed
NET_2,TX_171261,CUST_4,2024-07-07 05:19:45,4746.34,deposit,completed
NET_2,TX_647675,CUST_4,2024-01-29 03:14:07,1024.4,withdrawal,pending
NET_2,TX_479361,CUST_4,2023-09-20 21:28:41,4990.46,deposit,pending
NET_2,TX_496959,CUST_4,2024-03-19 22:07:09,2328.25,withdrawal,completed
NET_2,TX_848502,CUST_4,2024-01-21 14:16:48,2171.76,deposit,completed
NET_2,TX_743182,CUST_4,2024-08-11 01:27:32,1813.12,withdrawal,failed
NET_2,TX_266393,CUST_4,2024-08-30 23:51:26,2689.08,deposit,completed
NET_2,TX_985692,CUST_4,2023-10-12 20:29:37,4770.18,withdrawal,failed
NET_2,TX_522566,CUST_4,2023-12-09 04:28:14,3859.15,deposit,pending
NET_2,TX_320844,CUST_4,2024-04-27 14:40:31,419.17,withdrawal,completed
NET_2,TX_832042,CUST_4,2024-01-30 00:00:57,2812.42,withdrawal,completed
NET_2,TX_386879,CUST_4,2024-01-23 23:29:04,3820.24,withdrawal,completed
NET_2,TX_505302,CUST_4,2024-05-04 15:55:01,911.09,deposit,completed
NET_2,TX_594666,CUST_4,2024-07-10 16:33:47,3212.48,deposit,completed
NET_2,TX_561786,CUST_4,2024-03-04 20:33:51,2117.13,withdrawal,pending
NET_2,TX_551386,CUST_4,2024-04-27 08:05:43,1177.77,deposit,completed
NET_2,TX_729706,CUST_4,2024-01-18 05:43:23,4570.77,deposit,failed
NET_2,TX_143475,CUST_4,2024-06-15 18:56:24,1338.35,withdrawal,completed
NET_2,TX_268901,CUST_4,2024-02-10 11:04:21,1436.84,deposit,completed
NET_2,TX_512839,CUST_4,2023-10-04 14:04:24,2530.53,deposit,pending
NET_2,TX_777851,CUST_4,2024-02-05 11:28:48,3785.86,deposit,completed
NET_2,TX_140685,CUST_4,2023-10-05 07:51:54,4200.01,deposit,completed
NET_2,TX_371980,CUST_4,2024-06-25 06:14:00,554.55,withdrawal,failed
NET_2,TX_288090,CUST_4,2023-12-09 04:26:24,2399.0,withdrawal,pending
NET_2,TX_793339,CUST_5,2024-08-12 15:16:16,2065.31,withdrawal,failed
NET_2,TX_155745,CUST_5,2023-11-05 17:40:00,2826.19,deposit,completed
NET_2,TX_595148,CUST_5,2024-03-16 06:31:28,2341.39,deposit,completed
NET_2,TX_482159,CUST_5,2023-11-29 03:34:41,1527.13,deposit,completed
NET_2,TX_475551,CUST_5,2024-07-31 07:30:36,4385.45,deposit,failed
NET_2,TX_512765,CUST_5,2023-11-09 23:12:48,3297.03,deposit,failed
NET_2,TX_810278,CUST_5,2024-06-01 16:00:59,4024.49,deposit,pending
NET_2,TX_347984,CUST_5,2024-07-06 06:44:00,179.57,withdrawal,pending
NET_2,TX_882653,CUST_5,2024-09-13 05:47:52,1573.02,deposit,completed
NET_2,TX_283673,CUST_5,2024-06-30 15:06:13,2077.41,deposit,completed
NET_2,TX_175900,CUST_5,2024-01-03 19:49:53,1344.79,deposit,completed
NET_2,TX_373309,CUST_5,2024-05-25 05:04:34,4329.0,withdrawal,completed
NET_2,TX_344095,CUST_5,2024-08-02 04:44:31,731.0,deposit,pending
NET_2,TX_517319,CUST_5,2023-10-08 06:28:31,2568.91,deposit,failed
NET_2,TX_129246,CUST_5,2024-08-31 22:20:11,2563.81,deposit,completed
NET_2,TX_446644,CUST_5,2023-11-05 13:35:12,3310.98,withdrawal,completed
NET_2,TX_818738,CUST_5,2024-03-26 08:48:51,949.21,withdrawal,completed
NET_2,TX_763990,CUST_5,2023-10-28 14:58:45,3630.19,deposit,completed
NET_2,TX_815220,CUST_5,2023-11-22 16:18:11,828.49,deposit,pending
NET_2,TX_247929,CUST_5,2024-06-03 10:06:38,377.5,deposit,completed
NET_2,TX_429131,CUST_5,2023-12-16 06:47:31,1087.65,deposit,completed
NET_2,TX_997407,CUST_5,2024-03-03 07:21:35,304.6,withdrawal,completed
NET_2,TX_394039,CUST_5,2024-01-26 21:14:45,2225.91,deposit,completed
NET_2,TX_607635,CUST_5,2023-12-09 22:40:12,2065.06,withdrawal,completed
NET_2,TX_806159,CUST_5,2024-08-26 07:53:38,477.41,deposit,completed
NET_2,TX_264121,CUST_5,2023-12-14 14:28:54,3255.09,deposit,completed
NET_2,TX_231080,CUST_5,2023-11-06 02:42:13,453.38,deposit,completed
NET_2,TX_570836,CUST_5,2024-01-04 06:05:30,3603.74,deposit,completed
NET_2,TX_597668,CUST_5,2024-03-08 05:03:46,467.55,withdrawal,failed
